Tw_K,P_atm,M[kg/kmol],Cp[kJ/kg-K],h[kJ/kg],gamma[-],rho[kg/m3],mu[millipoise]
3325,0.001,5.770810e+00,1.800360e+01,4.995090e+04,1.190140e+00,2.115080e-05,6.647940e-01
3350,0.001,5.753280e+00,1.659780e+01,5.038360e+04,1.196470e+00,2.092920e-05,6.681900e-01
3375,0.001,5.737740e+00,1.513200e+01,5.078030e+04,1.204640e+00,2.071810e-05,6.716520e-01
3400,0.001,5.724170e+00,1.367630e+01,5.114030e+04,1.214910e+00,2.051710e-05,6.751690e-01
3425,0.001,5.712490e+00,1.229220e+01,5.146470e+04,1.227450e+00,2.032580e-05,6.787310e-01
3450,0.001,5.702560e+00,1.102550e+01,5.175590e+04,1.242300e+00,2.014340e-05,6.823290e-01
3475,0.001,5.694180e+00,9.902860e+00,5.201720e+04,1.259320e+00,1.996910e-05,6.859540e-01
3500,0.001,5.687170e+00,8.933680e+00,5.225230e+04,1.278190e+00,1.980200e-05,6.895970e-01
3525,0.001,5.681310e+00,8.113760e+00,5.246510e+04,1.298430e+00,1.964130e-05,6.932530e-01
3550,0.001,5.676430e+00,7.430470e+00,5.265910e+04,1.319470e+00,1.948630e-05,6.969150e-01
3575,0.001,5.672360e+00,6.866940e+00,5.283760e+04,1.340700e+00,1.933610e-05,7.005800e-01
3600,0.001,5.668950e+00,6.405250e+00,5.300330e+04,1.361530e+00,1.919030e-05,7.042460e-01
3625,0.001,5.666100e+00,6.028390e+00,5.315860e+04,1.381470e+00,1.904840e-05,7.079110e-01
3650,0.001,5.663690e+00,5.721250e+00,5.330530e+04,1.400140e+00,1.890990e-05,7.115740e-01
3675,0.001,5.661660e+00,5.471000e+00,5.344510e+04,1.417290e+00,1.877450e-05,7.152340e-01
3700,0.001,5.659930e+00,5.267020e+00,5.357930e+04,1.432770e+00,1.864190e-05,7.188910e-01
3725,0.001,5.658440e+00,5.100770e+00,5.370880e+04,1.446500e+00,1.851200e-05,7.225450e-01
3750,0.001,5.657170e+00,4.965420e+00,5.383460e+04,1.458500e+00,1.838440e-05,7.261960e-01
3775,0.001,5.656060e+00,4.855620e+00,5.395730e+04,1.468790e+00,1.825910e-05,7.298440e-01
3800,0.001,5.655090e+00,4.767210e+00,5.407750e+04,1.477440e+00,1.813590e-05,7.334890e-01
3825,0.001,5.654240e+00,4.697020e+00,5.419580e+04,1.484490e+00,1.801460e-05,7.371330e-01
3850,0.001,5.653490e+00,4.642670e+00,5.431250e+04,1.490010e+00,1.789530e-05,7.407740e-01
3875,0.001,5.652810e+00,4.602450e+00,5.442810e+04,1.494030e+00,1.777770e-05,7.444140e-01
3900,0.001,5.652190e+00,4.575190e+00,5.454270e+04,1.496590e+00,1.766180e-05,7.480530e-01
3925,0.001,5.651620e+00,4.560200e+00,5.465690e+04,1.497670e+00,1.754750e-05,7.516920e-01
3950,0.001,5.651090e+00,4.557220e+00,5.477090e+04,1.497280e+00,1.743480e-05,7.553300e-01
3975,0.001,5.650570e+00,4.566350e+00,5.488490e+04,1.495380e+00,1.732360e-05,7.589690e-01
4000,0.001,5.650070e+00,4.588060e+00,5.499930e+04,1.491950e+00,1.721380e-05,7.626090e-01
200,0.00177828,2.199600e+01,1.511870e+00,-7.246370e+03,1.333370e+00,2.383390e-03,9.196210e-02
225,0.00177828,2.199600e+01,1.533630e+00,-7.208310e+03,1.327100e+00,2.118570e-03,1.024210e-01
250,0.00177828,2.199600e+01,1.560250e+00,-7.169650e+03,1.319770e+00,1.906710e-03,1.127750e-01
275,0.00177828,2.199570e+01,1.595120e+00,-7.130230e+03,1.310770e+00,1.733350e-03,1.230000e-01
300,0.00177828,2.199470e+01,1.642560e+00,-7.089790e+03,1.299690e+00,1.588840e-03,1.330700e-01
325,0.00177828,2.199130e+01,1.711960e+00,-7.047920e+03,1.285780e+00,1.466390e-03,1.432480e-01
350,0.00177828,2.198200e+01,1.821710e+00,-7.003860e+03,1.268020e+00,1.361070e-03,1.532650e-01
375,0.00177828,2.195960e+01,2.002050e+00,-6.956250e+03,1.246020e+00,1.269040e-03,1.630640e-01
400,0.00177828,2.191210e+01,2.293810e+00,-6.902830e+03,1.221360e+00,1.187150e-03,1.725560e-01
