Tw_K,P_bar,Bc
3950,0.00569792,2.000000e+02
3975,0.00569792,2.000000e+02
4000,0.00569792,2.000000e+02
4025,0.00569792,2.000000e+02
4050,0.00569792,2.000000e+02
4075,0.00569792,2.000000e+02
4100,0.00569792,2.000000e+02
4125,0.00569792,2.000000e+02
4150,0.00569792,2.000000e+02
4175,0.00569792,2.000000e+02
4200,0.00569792,2.000000e+02
4225,0.00569792,2.000000e+02
4250,0.00569792,2.000000e+02
4275,0.00569792,2.000000e+02
4300,0.00569792,2.000000e+02
4325,0.00569792,2.000000e+02
4350,0.00569792,2.000000e+02
4375,0.00569792,2.000000e+02
4400,0.00569792,2.000000e+02
4425,0.00569792,2.000000e+02
4450,0.00569792,2.000000e+02
4475,0.00569792,2.000000e+02
4500,0.00569792,2.000000e+02
4525,0.00569792,2.000000e+02
4550,0.00569792,2.000000e+02
4575,0.00569792,2.000000e+02
4600,0.00569792,2.000000e+02
4625,0.00569792,2.000000e+02
4650,0.00569792,2.000000e+02
4675,0.00569792,2.000000e+02
4700,0.00569792,2.000000e+02
4725,0.00569792,2.000000e+02
4750,0.00569792,2.000000e+02
4775,0.00569792,2.000000e+02
4800,0.00569792,2.000000e+02
4825,0.00569792,2.000000e+02
4850,0.00569792,2.000000e+02
4875,0.00569792,2.000000e+02
4900,0.00569792,2.000000e+02
4925,0.00569792,2.000000e+02
4950,0.00569792,2.000000e+02
4975,0.00569792,2.000000e+02
5000,0.00569792,2.000000e+02
300,0.0101325,4.656580e-01
325,0.0101325,4.656580e-01
350,0.0101325,4.656580e-01
375,0.0101325,4.656580e-01
400,0.0101325,4.656580e-01
425,0.0101325,4.656580e-01
450,0.0101325,4.656580e-01
475,0.0101325,4.656580e-01
500,0.0101325,4.656580e-01
525,0.0101325,4.656580e-01
550,0.0101325,4.656580e-01
575,0.0101325,4.656580e-01
600,0.0101325,4.656580e-01
625,0.0101325,4.656580e-01
650,0.0101325,4.656580e-01
675,0.0101325,4.656580e-01
700,0.0101325,4.656580e-01
725,0.0101325,4.656580e-01
750,0.0101325,4.656580e-01
775,0.0101325,4.656580e-01
800,0.0101325,4.656580e-01
825,0.0101325,4.656580e-01
850,0.0101325,4.656580e-01
875,0.0101325,4.656580e-01
900,0.0101325,4.656580e-01
925,0.0101325,4.656580e-01
950,0.0101325,4.656580e-01
975,0.0101325,4.656580e-01
1000,0.0101325,4.656580e-01
1025,0.0101325,4.656580e-01
1050,0.0101325,4.656580e-01
1075,0.0101325,4.656580e-01
1100,0.0101325,4.656580e-01
1125,0.0101325,4.656580e-01
1150,0.0101325,4.656580e-01
1175,0.0101325,4.656580e-01
1200,0.0101325,4.656580e-01
1225,0.0101325,4.656580e-01
1250,0.0101325,4.656580e-01
1275,0.0101325,4.656580e-01
1300,0.0101325,4.656580e-01
1325,0.0101325,4.656580e-01
1350,0.0101325,4.656580e-01
1375,0.0101325,4.656580e-01
1400,0.0101325,4.656590e-01
1425,0.0101325,4.656590e-01
1450,0.0101325,4.656590e-01
1475,0.0101325,4.656600e-01
1500,0.0101325,4.656610e-01
1525,0.0101325,4.656620e-01
1550,0.0101325,4.656640e-01
1575,0.0101325,4.656680e-01
1600,0.0101325,4.656740e-01
1625,0.0101325,4.656830e-01
1650,0.0101325,4.656970e-01
1675,0.0101325,4.657170e-01
1700,0.0101325,4.657460e-01
1725,0.0101325,4.657890e-01
1750,0.0101325,4.658490e-01
1775,0.0101325,4.659340e-01
1800,0.0101325,4.660510e-01
1825,0.0101325,4.662110e-01
1850,0.0101325,4.664280e-01
1875,0.0101325,4.667170e-01
1900,0.0101325,4.670990e-01
1925,0.0101325,4.675970e-01
1950,0.0101325,4.682370e-01
1975,0.0101325,4.690510e-01
2000,0.0101325,4.700720e-01
